접수연도,자치구명,물건금액(만원),건물면적(㎡),건물용도,평당가격(만원)
2021,마포구,195000,114.99,아파트,1695.799635
2021,강북구,36000,87.78,아파트,410.1161996
2021,종로구,239500,101.99,아파트,2348.269438
2021,구로구,79000,59.86,아파트,1319.746074
2021,마포구,148000,59.99,아파트,2467.077846
2021,구로구,11800,15.17,아파트,777.8510218
2021,구로구,11500,15.17,아파트,758.0751483
2021,구로구,88000,59.68,아파트,1474.530831
2021,구로구,11000,14.58,아파트,754.4581619
2021,마포구,180000,84.6,아파트,2127.659574
2021,구로구,72000,84.96,아파트,847.4576271
2021,강남구,305000,120.76,아파트,2525.670752
2021,강남구,328000,114.6,아파트,2862.129145
2021,마포구,183000,84.98,아파트,2153.44787
2021,강북구,63000,84.94,아파트,741.7000235
2021,구로구,11400,15.54,아파트,733.5907336
2021,마포구,210000,84.98,아파트,2471.169687
2021,구로구,180000,171.22,아파트,1051.279056
2021,구로구,145000,84.93,아파트,1707.288355
2021,구로구,115500,84.94,아파트,1359.783377
2021,강남구,72000,49.44,아파트,1456.31068
2021,마포구,165000,59.97,아파트,2751.375688
2021,마포구,139500,59.98,아파트,2325.775258
2021,마포구,135000,59.97,아파트,2251.125563
2021,마포구,165000,83.45,아파트,1977.231875
2021,마포구,189000,84.6,아파트,2234.042553
2021,마포구,160500,59.9,아파트,2679.465776
2021,강남구,420000,134.9,아파트,3113.417346
2021,마포구,122500,59.76,아파트,2049.866131
2021,구로구,81500,59.86,아파트,1361.51019
2021,구로구,80000,59.94,아파트,1334.668001
2021,마포구,21000,14.47,아파트,1451.278507
2021,구로구,114000,114.85,아파트,992.5990422
2021,구로구,84500,59.94,아파트,1409.743076
2021,구로구,30000,59.92,아파트,500.6675567
2021,마포구,147500,59.97,아파트,2459.563115
2021,마포구,170000,114.53,아파트,1484.327251
2021,마포구,145000,79.97,아파트,1813.179942
2021,마포구,37500,33.76,아파트,1110.781991
2021,구로구,63000,59.96,아파트,1050.700467
2021,구로구,66000,51.84,아파트,1273.148148
2021,강남구,210000,82.3,아파트,2551.64034
2021,구로구,59700,45.56,아파트,1310.359965
2021,강남구,190000,101.4,아파트,1873.767258
2021,강남구,180000,84.95,아파트,2118.893467
2021,강남구,232500,59.48,아파트,3908.876933
2021,강남구,159500,84.97,아파트,1877.133106
2021,구로구,83000,58.03,아파트,1430.294675
2021,마포구,141000,59.97,아파트,2351.175588
2021,종로구,30200,29.31,아파트,1030.365063
2021,마포구,140000,59.97,아파트,2334.500584
2021,강북구,88000,58.99,아파트,1491.778268
2021,마포구,173300,84.95,아파트,2040.023543
2021,마포구,190000,136.65,아파트,1390.413465
2021,마포구,185000,84.99,아파트,2176.726674
2021,마포구,160000,84.99,아파트,1882.574421
2021,강남구,235000,59.75,아파트,3933.054393
2021,강남구,192500,91.96,아파트,2093.301435
2021,마포구,117000,84.94,아파트,1377.442901
2021,마포구,157700,84.9,아파트,1857.479388
2021,마포구,50000,36.49,아파트,1370.238421
2021,구로구,79000,59.49,아파트,1327.954278
2021,강남구,112000,33.18,아파트,3375.527426
2021,종로구,18000,19.27,아파트,934.0944473
2021,종로구,70000,54.7,아파트,1279.707495
2021,강남구,279000,92.62,아파트,3012.308357
2021,강남구,345000,126.33,아파트,2730.942769
2021,강북구,76250,84.88,아파트,898.32705
2021,강남구,17800,14.78,아파트,1204.330176
2021,강남구,234500,84.06,아파트,2789.674042
2021,강남구,162500,106.89,아파트,1520.254467
2021,마포구,149500,72.19,아파트,2070.923951
2021,구로구,86000,84.49,아파트,1017.871938
2021,마포구,137500,84.95,아파트,1618.599176
2021,구로구,60000,44.64,아파트,1344.086022
2021,마포구,48000,48.3,아파트,993.7888199
2021,강남구,49600,39.04,아파트,1270.491803
2021,구로구,50000,43.79,아파트,1141.813199
2021,마포구,108500,59.9,아파트,1811.352254
2021,마포구,185500,84.6,아파트,2192.671395
2021,강남구,200000,106.83,아파트,1872.133296
2021,마포구,17500,12.88,아파트,1358.695652
2021,구로구,12000,16.04,아파트,748.1296758
2021,강남구,31000,30.03,아파트,1032.301032
2021,강남구,211000,74.54,아파트,2830.694929
2021,구로구,164800,105.45,아파트,1562.825984
2021,강남구,255000,84.07,아파트,3033.18663
2021,강남구,274000,80.87,아파트,3388.153827
2021,강북구,39900,74.73,아파트,533.9221196
2021,강남구,46500,32.65,아파트,1424.196018
2021,마포구,183000,84.86,아파트,2156.493047
2021,강남구,42800,35.51,아파트,1205.294283
2021,강남구,119000,39.6,아파트,3005.050505
2021,강남구,530000,241.83,아파트,2191.622214
2021,마포구,87000,84.51,아파트,1029.463969
2021,마포구,89700,59.88,아파트,1497.995992
2021,구로구,66900,59.44,아파트,1125.504711
2021,강북구,120000,114.88,아파트,1044.568245
2021,강남구,42000,36.16,아파트,1161.504425
2021,구로구,96000,59.88,아파트,1603.206413
2021,종로구,35800,26.65,아파트,1343.339587
2021,종로구,74700,108.18,아파트,690.515807
2021,마포구,75300,84.56,아파트,890.4919584
2021,강남구,28500,34.2,아파트,833.3333333
2021,구로구,79400,74.66,아파트,1063.487811
2021,구로구,70000,84.96,아파트,823.9171375
2021,구로구,32000,45.32,아파트,706.0900265
2021,구로구,85000,84.97,아파트,1000.353066
2021,구로구,83500,84.98,아파트,982.5841374
2021,강남구,338000,114.02,아파트,2964.392212
2021,구로구,13100,15.94,아파트,821.8318695
2021,강남구,352500,128.01,아파트,2753.691118
2021,종로구,33800,20.87,아파트,1619.549593
2021,강북구,17300,58.51,아파트,295.6759528
2021,강남구,278000,84.86,아파트,3275.983974
2021,강남구,246000,85,아파트,2894.117647
2021,구로구,65000,59.81,아파트,1086.774787
2021,강남구,81000,65.52,아파트,1236.263736
2021,종로구,115000,116.03,아파트,991.1229854
2021,강북구,41500,56.01,아파트,740.939118
2021,구로구,90500,84.92,아파트,1065.708902
2021,종로구,83000,59.98,아파트,1383.794598
2021,구로구,9230,15.11,아파트,610.8537392
2021,구로구,10900,15.58,아파트,699.6148909
2021,강남구,555000,241.83,아파트,2295.00062
2021,종로구,200000,84.94,아파트,2354.603249
2021,마포구,224000,84.98,아파트,2635.914333
2021,마포구,56300,77.64,아파트,725.1416795
2021,종로구,10700,15.86,아파트,674.6532156
2021,마포구,155000,114.5,아파트,1353.71179
2021,구로구,53900,64.45,아파트,836.3072149
2021,마포구,164000,59.9,아파트,2737.896494
2021,강남구,295000,130.26,아파트,2264.701366
2021,마포구,163000,59.97,아파트,2718.02568
2021,강북구,113000,84.15,아파트,1342.840166
2021,마포구,69800,83,아파트,840.9638554
2021,마포구,98500,58.71,아파트,1677.738034
2021,구로구,70300,59.34,아파트,1184.698349
2021,강남구,311000,159.08,아파트,1954.991199
2021,강남구,311000,159.08,아파트,1954.991199
2021,구로구,21000,65.46,아파트,320.8065995
2021,마포구,26100,34.29,아파트,761.1548556
2021,마포구,107000,59.9,아파트,1786.310518
2021,강북구,54600,71.3,아파트,765.7784011
2021,마포구,49500,84.57,아파트,585.3139411
2021,마포구,193500,84.39,아파트,2292.925702
2021,마포구,73000,59.02,아파트,1236.868858
2021,구로구,77800,56.04,아파트,1388.294076
2021,구로구,50000,53.03,아파트,942.8625306
2021,구로구,23900,44.84,아파트,533.0062444
2021,구로구,39800,57.74,아파트,689.2968479
2021,구로구,85000,84.74,아파트,1003.068209
2021,강남구,195000,84.94,아파트,2295.738168
2021,구로구,74000,84.96,아파트,870.9981168
2021,강남구,330000,209.03,아파트,1578.720758
2021,종로구,34800,24.44,아파트,1423.895254
2021,마포구,156200,84.69,아파트,1844.373598
2021,강남구,287000,85,아파트,3376.470588
2021,강북구,108000,114.88,아파트,940.1114206
2021,구로구,39500,59.72,아파트,661.4199598
2021,구로구,71900,50.03,아파트,1437.137717
2021,종로구,55000,57.42,아파트,957.8544061
2021,마포구,193000,111.11,아파트,1737.01737
2021,마포구,162000,59.84,아파트,2707.219251
2021,강남구,179000,49.91,아파트,3586.45562
2021,강남구,293000,84.94,아파트,3449.49376
2021,구로구,50700,64.45,아파트,786.6563227
2021,강남구,42300,36.29,아파트,1165.610361
2021,강남구,250000,84.95,아파트,2942.907593
2021,강남구,127500,39.6,아파트,3219.69697
2021,구로구,64000,59.95,아파트,1067.556297
2021,강북구,76500,59.98,아파트,1275.425142
2021,마포구,175000,84.99,아파트,2059.065772
2021,마포구,132000,84.95,아파트,1553.855209
2021,강남구,86500,28.25,아파트,3061.946903
2021,강남구,210000,59.4,아파트,3535.353535
2021,강남구,273000,84.91,아파트,3215.169002
2021,강남구,220000,84.99,아파트,2588.539828
2021,강북구,60000,41.3,아파트,1452.784504
2021,강북구,71300,76.51,아파트,931.9043262
2021,종로구,97300,59.92,아파트,1623.831776
2021,마포구,80000,84.84,아파트,942.951438
2021,강남구,162000,59.76,아파트,2710.843373
2021,강남구,201000,84.93,아파트,2366.654892
2021,종로구,151000,114.93,아파트,1313.843209
2021,구로구,91500,59.88,아파트,1528.056112
2021,강남구,214000,59.96,아파트,3569.046031
2021,종로구,12450,14.69,아파트,847.5153165
2021,구로구,59400,44.64,아파트,1330.645161
2021,구로구,57700,36.88,아파트,1564.533623
2021,강남구,310000,96.91,아파트,3198.844289
2021,마포구,160000,59.96,아파트,2668.44563
2021,구로구,78000,84.56,아파트,922.4219489
2021,강남구,225000,84.92,아파트,2649.55252
2021,구로구,63700,59.95,아파트,1062.552127
2021,마포구,113000,59.95,아파트,1884.904087
2021,마포구,119000,114.93,아파트,1035.41286
2021,마포구,155000,59.97,아파트,2584.625646
2021,강남구,320000,85,아파트,3764.705882
2021,마포구,96500,58.71,아파트,1643.672288
2021,강남구,124500,33.18,아파트,3752.260398
2021,강북구,105000,84.93,아파트,1236.312257
2021,강북구,100000,114.88,아파트,870.4735376
2021,구로구,71000,84.96,아파트,835.6873823
2021,마포구,210000,114.81,아파트,1829.108963
2021,구로구,70000,59.65,아파트,1173.512154
2021,강남구,260000,84.81,아파트,3065.676217
2021,강북구,83500,84.71,아파트,985.7159721
2021,강남구,157000,59.82,아파트,2624.540288
2021,구로구,42000,59.94,아파트,700.7007007
2021,강남구,83500,59.51,아파트,1403.125525
2021,강남구,123500,109.35,아파트,1129.401006
2021,구로구,59200,58.22,아파트,1016.832704
2021,구로구,97000,84.88,아파트,1142.789821
2021,마포구,180000,84.6,아파트,2127.659574
2021,강남구,298000,84.95,아파트,3507.945851
2021,구로구,27200,58.89,아파트,461.8780778
2021,구로구,22800,40.68,아파트,560.4719764
2021,마포구,121500,59.85,아파트,2030.075188
2021,구로구,129000,119.98,아파트,1075.179197
2021,구로구,52000,59.94,아파트,867.5342009
2021,강남구,155000,59.76,아파트,2593.708166
2021,강남구,580000,160.28,아파트,3618.667332
2021,강남구,88000,74.1,아파트,1187.584345
2021,구로구,13500,19.33,아파트,698.3962752
2021,강북구,46500,71.1,아파트,654.0084388
2021,강남구,368000,137.24,아파트,2681.433984
2021,마포구,156000,84.99,아파트,1835.51006
2021,구로구,69000,91.05,아파트,757.8253707
2021,마포구,137000,59.98,아파트,2284.094698
2021,강남구,165000,84.86,아파트,1944.378977
2021,마포구,180000,84.9,아파트,2120.141343
2021,종로구,170000,150.4,아파트,1130.319149
2021,구로구,105000,84.83,아파트,1237.769657
2021,구로구,59900,44.64,아파트,1341.845878
2021,강남구,220000,79.97,아파트,2751.031637
2021,구로구,59990,59.58,아파트,1006.881504
2021,마포구,86500,84.85,아파트,1019.446081
2021,강남구,41300,36.29,아파트,1138.05456
2021,구로구,75500,59.57,아파트,1267.416485
2021,마포구,133700,84.96,아파트,1573.681733
2021,강남구,239000,84.69,아파트,2822.056913
2021,구로구,68000,37.91,아파트,1793.721973
2021,종로구,35300,25.55,아파트,1381.604697
2021,구로구,34000,75.37,아파트,451.1078679
2021,강남구,23000,25.42,아파트,904.7993706
2021,구로구,109700,83.81,아파트,1308.913018
2021,구로구,81000,49.94,아파트,1621.946336
2021,구로구,84500,84.97,아파트,994.468636
2021,강남구,200000,84.89,아파트,2355.990105
2021,강남구,340000,132.84,아파트,2559.470039
2021,마포구,173700,84.98,아파트,2044.010355
2021,강남구,420000,164.97,아파트,2545.91744
2021,강북구,43000,54.99,아파트,781.9603564
2021,강남구,242000,76.79,아파트,3151.452012
2021,강남구,275000,84.86,아파트,3240.631629
2021,강남구,238000,107.6,아파트,2211.895911
2021,강북구,41000,58.36,아파트,702.5359836
2021,강남구,250211,136.41,아파트,1834.257019
2021,강남구,149000,77.77,아파트,1915.905876
2021,마포구,184000,84.99,아파트,2164.960584
2021,구로구,29000,53.94,아파트,537.6344086
2021,구로구,84000,58.14,아파트,1444.788442
2021,강북구,64000,84.94,아파트,753.4730398
2021,강북구,62000,76.08,아파트,814.9316509
2021,강북구,115000,84.98,아파트,1353.25959
2021,강북구,72000,49.94,아파트,1441.730076
2021,마포구,150000,119.07,아파트,1259.763165
2021,구로구,11050,15.17,아파트,728.4113382
2021,마포구,133000,59.43,아파트,2237.926973
2021,강북구,85700,84.71,아파트,1011.686932
2021,구로구,153000,84.96,아파트,1800.847458
2021,강북구,33000,63.54,아파트,519.3578848
2021,마포구,210000,84.98,아파트,2471.169687
2021,강남구,230000,59.97,아파트,3835.250959
2021,강남구,298000,84.94,아파트,3508.358842
2021,강남구,234000,107.53,아파트,2176.136892
2021,강남구,297000,175.59,아파트,1691.440287
2021,마포구,51500,45.18,아파트,1139.884905
2021,마포구,27000,32.34,아파트,834.8794063
2021,강북구,60000,59.43,아파트,1009.591116
2021,강북구,78800,84.99,아파트,927.1679021
2021,강남구,487000,163.67,아파트,2975.499481
2021,구로구,11300,14.91,아파트,757.880617
2021,구로구,75700,59.49,아파트,1272.48277
2021,강북구,67000,84.93,아파트,788.8849641
2021,구로구,58000,64.45,아파트,899.9224205
2021,구로구,120000,84.51,아파트,1419.950302
2021,강남구,200000,84.93,아파트,2354.88049
2021,강북구,108500,114.88,아파트,944.4637883
2021,구로구,64500,84.91,아파트,759.6278412
2021,종로구,245000,116.94,아파트,2095.0915
2021,강남구,172000,114.27,아파트,1505.206966
2021,강남구,259000,84.87,아파트,3051.726169
2021,강북구,65000,84.99,아파트,764.7958583
2021,마포구,170000,156.13,아파트,1088.836226
2021,강남구,102000,39.53,아파트,2580.318745
2021,강남구,126000,59.77,아파트,2108.080977
2021,마포구,163000,84.72,아파트,1923.984891
2021,마포구,124800,59.96,아파트,2081.387592
2021,구로구,71000,50.14,아파트,1416.035102
2021,강남구,565000,244.22,아파트,2313.487839
2021,마포구,109500,84.61,아파트,1294.173266
2021,구로구,65000,84.98,아파트,764.8858555
2021,강남구,300000,124.58,아파트,2408.091186
2021,강남구,400000,176.72,아파트,2263.467632
2021,종로구,20000,16.98,아파트,1177.856302
2021,종로구,137500,114.93,아파트,1196.380405
2021,구로구,92500,82.3,아파트,1123.936817
2021,구로구,48000,58.22,아파트,824.4589488
2021,강남구,125000,33.18,아파트,3767.329717
2021,마포구,170500,84.58,아파트,2015.842989
2021,마포구,127000,59.4,아파트,2138.047138
2021,구로구,122000,84.75,아파트,1439.528024
2021,구로구,120000,84.82,아파트,1414.76067
2021,구로구,122000,84.75,아파트,1439.528024
2021,마포구,154000,114.48,아파트,1345.213138
2021,구로구,49900,35.28,아파트,1414.399093
2021,마포구,59500,69.3,아파트,858.5858586
2021,마포구,148500,84.96,아파트,1747.881356
2021,마포구,113000,84.94,아파트,1330.350836
2021,구로구,13000,14.58,아파트,891.6323731
2021,강북구,83000,59.99,아파트,1383.563927
2021,마포구,125000,59.71,아파트,2093.451683
2021,마포구,75000,95.54,아파트,785.0115135
2021,구로구,12900,14.58,아파트,884.7736626
2021,구로구,66000,59.78,아파트,1104.048177
2021,구로구,79800,84.97,아파트,939.1549959
2021,구로구,65800,59.87,아파트,1099.047937
2021,강남구,320000,128.62,아파트,2487.948997
2021,강남구,190000,84.78,아파트,2241.094598
2021,마포구,100000,59.73,아파트,1674.200569
2021,강남구,156000,59.96,아파트,2601.73449
2021,마포구,134500,84.96,아파트,1583.097928
2021,강남구,280000,84.64,아파트,3308.128544
2021,강남구,220000,59.99,아파트,3667.27788
2021,구로구,74400,59.57,아파트,1248.950814
2021,구로구,77900,59.57,아파트,1307.705221
2021,종로구,137900,84.92,아파트,1623.8813
2021,구로구,85900,84.49,아파트,1016.688365
2021,구로구,100000,84.98,아파트,1176.74747
2021,강남구,215390,59.84,아파트,3599.431818
2021,종로구,250000,116.99,아파트,2136.934781
2021,구로구,62000,59.4,아파트,1043.771044
2021,종로구,83500,59.98,아파트,1392.13071
2021,마포구,85000,93.66,아파트,907.5379031
2021,구로구,64500,84.96,아파트,759.180791
2021,강북구,89500,58.99,아파트,1517.206306
2021,마포구,235000,114.97,아파트,2044.011481
2021,마포구,112000,59.48,아파트,1882.985878
2021,마포구,182500,84.99,아파트,2147.311448
2021,구로구,22500,40.68,아파트,553.0973451
2021,마포구,112000,59.48,아파트,1882.985878
2021,구로구,68000,37.91,아파트,1793.721973
2021,구로구,71000,41.3,아파트,1719.128329
2021,마포구,185000,115.04,아파트,1608.1363
2021,구로구,61200,32.39,아파트,1889.472059
2021,종로구,69700,54.7,아파트,1274.223035
2021,강남구,150000,59.96,아파트,2501.667779
2021,마포구,60000,41.32,아파트,1452.081317
2021,구로구,75800,84.98,아파트,891.9745823
2021,구로구,65250,59.95,아파트,1088.407006
2021,구로구,64700,37.91,아파트,1706.673701
2021,구로구,58000,59.79,아파트,970.0618833
2021,강남구,417000,145.83,아파트,2859.493931
2021,구로구,58000,59.69,아파트,971.6870498
2021,구로구,80000,58.03,아파트,1378.597277
2021,강북구,40000,51.38,아파트,778.5130401
2021,마포구,230000,157.3,아파트,1462.174189
2021,마포구,119000,84.79,아파트,1403.46739
2021,구로구,84000,84.49,아파트,994.2004971
2021,마포구,33000,29.11,아파트,1133.631055
2021,마포구,42000,49.44,아파트,849.5145631
2021,종로구,195000,84.91,아파트,2296.549287
2021,구로구,26000,47.95,아파트,542.2314911
2021,마포구,21800,14.47,아파트,1506.565308
2021,강남구,300000,239.55,아파트,1252.348153
2021,마포구,21800,14.47,아파트,1506.565308
2021,마포구,192000,84.96,아파트,2259.887006
2021,마포구,150000,59.89,아파트,2504.591752
2021,구로구,11700,15.11,아파트,774.3216413
2021,강남구,330000,105.65,아파트,3123.52106
2021,마포구,189800,84.89,아파트,2235.834609
2021,강북구,103000,84.97,아파트,1212.192539
2021,강남구,30000,34.2,아파트,877.1929825
2021,마포구,170000,84.87,아파트,2003.063509
2021,강북구,60000,84.94,아파트,706.3809748
2021,구로구,27700,36.01,아파트,769.2307692
2021,마포구,27000,38.02,아파트,710.1525513
2021,강남구,275000,95.4,아파트,2882.599581
2021,구로구,109500,84.42,아파트,1297.085999
2021,구로구,110000,84.88,아파트,1295.94722
2021,마포구,99700,59.73,아파트,1669.177968
2021,구로구,12500,13.39,아파트,933.5324869
2021,구로구,81000,79.97,아파트,1012.87983
2021,구로구,88000,84.96,아파트,1035.781544
2021,구로구,84500,59.57,아파트,1418.499245
2021,강북구,95000,114.85,아파트,827.1658685
2021,강북구,76000,59.98,아파트,1267.08903
2021,구로구,60000,44.64,아파트,1344.086022
2021,구로구,100000,73.08,아파트,1368.363437
2021,강북구,54000,44.89,아파트,1202.940521
2021,강남구,278000,84.43,아파트,3292.668483
2021,구로구,43800,79.17,아파트,553.2398636
2021,구로구,94500,71.49,아파트,1321.863198
2021,강남구,285000,84.86,아파트,3358.472779
2021,강남구,48000,39.04,아파트,1229.508197
2021,구로구,96500,71.49,아파트,1349.839138
2021,종로구,234500,101.99,아파트,2299.245024
2021,강남구,380000,182.2,아파트,2085.620198
2021,강남구,226000,59.87,아파트,3774.845499
2021,구로구,49000,59.52,아파트,823.2526882
2021,마포구,17500,12.85,아파트,1361.867704
2021,마포구,60000,50.8,아파트,1181.102362
2021,강남구,410000,127.75,아파트,3209.393346
2021,구로구,73000,37.91,아파트,1925.613295
2021,마포구,110000,114.82,아파트,958.0212507
2021,강남구,179000,84.99,아파트,2106.130133
2021,마포구,120000,50.54,아파트,2374.356945
2021,강남구,24800,25.89,아파트,957.8988026
2021,마포구,17500,16.99,아파트,1030.017657
2021,구로구,7600,14.06,아파트,540.5405405
2021,구로구,80000,59.57,아파트,1342.957865
2021,강남구,77000,84.96,아파트,906.3088512
2021,강남구,77000,84.96,아파트,906.3088512
2021,강남구,175000,84.46,아파트,2071.986739
2021,강남구,72500,35.91,아파트,2018.936229
2021,구로구,10950,16.04,아파트,682.6683292
2021,구로구,10950,16.04,아파트,682.6683292
2021,강남구,218000,52.72,아파트,4135.053111
2021,강남구,198000,84.27,아파트,2349.590602
2021,강북구,40000,63.21,아파트,632.811264
2021,구로구,68000,84.66,아파트,803.2128514
2021,구로구,26500,49.5,아파트,535.3535354
2021,강남구,75500,42.56,아파트,1773.966165
2021,강남구,175000,81.21,아파트,2154.907031
2021,구로구,84000,114.23,아파트,735.3584873
2021,종로구,33000,64.88,아파트,508.6313194
2021,강남구,29000,34.2,아파트,847.9532164
2021,마포구,89000,59.88,아파트,1486.305945
2021,마포구,89900,59.88,아파트,1501.336005
2021,마포구,134000,59.43,아파트,2254.753492
2021,강남구,215000,59.78,아파트,3596.520575
2021,구로구,70000,59.92,아파트,1168.224299
2021,마포구,105000,84.96,아파트,1235.875706
2021,구로구,81000,84.94,아파트,953.614316
2021,구로구,95000,59.88,아파트,1586.506346
2021,구로구,68000,84.9,아파트,800.942285
2021,구로구,105000,84.88,아파트,1237.040528
2021,강북구,81000,84.89,아파트,954.1759925
2021,마포구,147000,79.97,아파트,1838.189321
2021,구로구,64000,76.08,아파트,841.2197687
2021,구로구,64000,76.08,아파트,841.2197687
2021,마포구,93500,49.8,아파트,1877.51004
2021,구로구,31500,45.32,아파트,695.0573698
2021,강북구,60000,84.6,아파트,709.2198582
2021,강남구,254500,95.4,아파트,2667.714885
2021,강남구,260000,117.57,아파트,2211.448499
2021,구로구,43000,59.72,아파트,720.0267917
2021,강남구,230000,107.53,아파트,2138.937971
2021,구로구,10550,16.04,아파트,657.7306733
2021,마포구,156000,84.99,아파트,1835.51006
2021,마포구,123000,59.54,아파트,2065.838092
2021,강북구,64500,84.99,아파트,758.9128133
2021,강남구,210000,170.57,아파트,1231.16609
2021,강남구,133000,67.67,아파트,1965.420423
2021,구로구,51000,55.57,아파트,917.761382
2021,구로구,63000,59.44,아파트,1059.892328
2021,구로구,10950,14.58,아파트,751.0288066
2021,구로구,27500,47.52,아파트,578.7037037
2021,마포구,148500,99.56,아파트,1491.562877
2021,강남구,309500,105.89,아파트,2922.844461
2021,마포구,108000,59.17,아파트,1825.249282
2021,구로구,89500,84.97,아파트,1053.312934
2021,강북구,98000,114.85,아파트,853.286896
2021,종로구,164500,114.93,아파트,1431.306012
2021,구로구,40000,79.92,아파트,500.5005005
2021,마포구,79400,54.13,아파트,1466.839091
2021,강북구,94400,84.87,아파트,1112.289384
2021,구로구,85000,59.9,아파트,1419.03172
2021,구로구,43000,67.36,아파트,638.3610451
2021,마포구,145000,59.89,아파트,2421.10536
2021,구로구,93000,59.95,아파트,1551.292744
2021,강북구,83000,84.89,아파트,977.7358935
2021,강북구,68000,84.88,아파트,801.1310085
2021,구로구,98000,84.88,아파트,1154.571159
2021,강북구,82000,84.76,아파트,967.4374705
2021,마포구,145000,59.89,아파트,2421.10536
2021,강북구,80000,84.86,아파트,942.729201
2021,강북구,69800,59.98,아파트,1163.72124
2021,강북구,83000,84.71,아파트,979.8134813
2021,강북구,83000,84.76,아파트,979.2354884
2021,강북구,84600,59.38,아파트,1424.722129
2021,구로구,111000,82.8,아파트,1340.57971
2021,강북구,94500,129.78,아파트,728.1553398
2021,구로구,105700,79.56,아파트,1328.557064
2021,강북구,90000,58.99,아파트,1525.682319
2021,종로구,64000,59.97,아파트,1067.200267
2021,구로구,76000,114.9,아파트,661.4447346
2021,강남구,270000,84.99,아파트,3176.844335
2021,구로구,59000,59.82,아파트,986.29221
2021,구로구,94600,80.01,아파트,1182.352206
2021,마포구,150000,84.94,아파트,1765.952437
2021,구로구,59000,59.94,아파트,984.317651
2021,강남구,199500,59.92,아파트,3329.439252
2021,마포구,90500,78.39,아파트,1154.48399
2021,구로구,75000,113.43,아파트,661.2007405
2021,구로구,50600,55.57,아파트,910.5632536
2021,종로구,165000,136.4,아파트,1209.677419
2021,구로구,68000,51.84,아파트,1311.728395
2021,강남구,229000,107.53,아파트,2129.63824
2021,강북구,104000,84.97,아파트,1223.961398
2021,강남구,225000,59.9,아파트,3756.260434
2021,강남구,303000,177.26,아파트,1709.353492
2021,구로구,94800,84.9,아파트,1116.607774
2021,종로구,133000,84.86,아파트,1567.287297
2021,구로구,64300,59.96,아파트,1072.381588
2021,강남구,227000,84.92,아파트,2673.104098
2021,구로구,91700,84.99,아파트,1078.950465
2021,마포구,119500,84.47,아파트,1414.703445
2021,마포구,185000,84.69,아파트,2184.43736
2021,마포구,114700,59.48,아파트,1928.379287
2021,마포구,159500,84.72,아파트,1882.672332
2021,마포구,172500,114.75,아파트,1503.267974
2021,마포구,114700,59.48,아파트,1928.379287
2021,마포구,125000,59.4,아파트,2104.377104
2021,마포구,145000,84.55,아파트,1714.961561
2021,구로구,74000,84.99,아파트,870.6906695
2021,구로구,76000,59.49,아파트,1277.525635
2021,구로구,52400,77.83,아파트,673.2622382
2021,구로구,82500,84.91,아파트,971.6170062
2021,강남구,300000,149.7,아파트,2004.008016
2021,강남구,365000,128.01,아파트,2851.339739
2021,구로구,19800,36.69,아파트,539.6565822
2021,강북구,82000,84.89,아파트,965.955943
2021,강북구,80500,84.89,아파트,948.2860172
2021,마포구,154000,84.94,아파트,1813.044502
2021,강북구,72000,60,아파트,1200
2021,종로구,205000,84.84,아파트,2416.31306
2021,강남구,320000,122.81,아파트,2605.651006
2021,강북구,70000,59.96,아파트,1167.444963
2021,강남구,280000,83.7,아파트,3345.280765
2021,강남구,328213,96.96,아파트,3385.035066
2021,구로구,63000,90.98,아파트,692.4598813
2021,마포구,198500,84.91,아파트,2337.769403
2021,강남구,371000,94.49,아파트,3926.341412
2021,구로구,64800,59.86,아파트,1082.525894
2021,구로구,75900,84.88,아파트,894.2035815
2021,마포구,131300,59.43,아파트,2209.321891
2021,구로구,62000,59.45,아파트,1042.893188
2021,강남구,22000,23.85,아파트,922.4318658
2021,강북구,53300,41.3,아파트,1290.556901
2021,구로구,81000,59.57,아파트,1359.744838
2021,강남구,270000,84.43,아파트,3197.915433
2021,강남구,330000,82.5,아파트,4000
2021,강북구,21000,44.4,아파트,472.972973
2021,마포구,210000,142.03,아파트,1478.560867
2021,종로구,128960,84.92,아파트,1518.605747
2021,마포구,99000,57.88,아파트,1710.435384
2021,구로구,71000,113.43,아파트,625.936701
2021,강북구,44500,59.67,아파트,745.7683928
2021,마포구,28000,34.29,아파트,816.5645961
2021,구로구,89500,84.98,아파트,1053.188986
2021,강남구,200000,114.32,아파트,1749.475157
2021,강남구,130000,58.35,아파트,2227.934876
2021,구로구,101700,78.67,아파트,1292.741833
2021,구로구,42800,47,아파트,910.6382979
2021,강남구,211000,84.74,아파트,2489.969318
2021,강남구,202000,104.01,아파트,1942.12095
2021,구로구,12500,15.6,아파트,801.2820513
2021,구로구,11000,15.12,아파트,727.5132275
2021,구로구,138800,84.99,아파트,1633.13331
2021,마포구,134000,59.97,아파트,2234.450559
2021,강남구,219000,59.9,아파트,3656.093489
2021,강남구,254000,134.3,아파트,1891.288161
2021,강남구,219000,59.9,아파트,3656.093489
2021,마포구,114500,84.9,아파트,1348.645465
2021,강북구,107000,84.98,아파트,1259.119793
2021,강남구,39500,36.35,아파트,1086.657497
2021,강남구,382000,163.57,아파트,2335.391575
2021,구로구,78000,59.96,아파트,1300.867245
2021,강북구,59000,41.3,아파트,1428.571429
2021,구로구,74400,84.96,아파트,875.7062147
